dke_c	-	3	fasta
dke_c	-	1	fasta
dke_c	-	2	fasta
dke_c	-	1	fasta
dke_c	-	1	fasta
dke_c	-	3	fasta
dke_c	-	1	fasta
dke_c	-	2	fasta
dke_c	-	1	fasta
dke_c	-	2	fasta
dke_c	-	1	fasta
dke_c	-	2	fasta
dke_c	-	1	fasta
therm_a	-	2	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
therm_a	-	2	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
therm_a	-	3	fasta
therm_a	-	2	fasta
therm_a	-	1	fasta
therm_a	-	3	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
therm_a	-	1	fasta
cunic_d	-	2	fasta
cunic_d	-	1	fasta
cunic_d	-	1	fasta
cunic_d	-	2	fasta
cunic_d	-	2	fasta
cunic_d	-	1	fasta
cunic_d	-	3	fasta
cunic_d	-	1	fasta
cunic_d	-	2	fasta
cunic_d	-	1	fasta
cunic_d	-	3	fasta
cunic_d	-	1	fasta
cunic_d	-	4	fasta
cunic_d	-	1	fasta
dke_b	-	2	fasta
dke_b	-	2	fasta
dke_b	-	1	fasta
dke_b	-	2	fasta
dke_b	-	2	fasta
dke_b	-	1	fasta
dke_b	-	1	fasta
dke_b	-	1	fasta
dke_b	-	1	fasta
dke_b	-	1	fasta
dke_b	-	2	fasta
dke_b	-	1	fasta
